"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2021Q3","Business","West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","Southern","Thousand","8"
"Number of Trips by Irish Residents","2021Q3","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","Eastern and Midland","Thousand","16"
"Number of Trips by Irish Residents","2021Q3","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","State","Thousand","669"
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Northern and Western","Thousand","179"
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Southern","Thousand","300"
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Eastern and Midland","Thousand","190"
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","State","Thousand","125"
"Number of Trips by Irish Residents","2021Q3","Other reasons","Northern and Western","Thousand","17"
"Number of Trips by Irish Residents","2021Q3","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","Southern","Thousand","39"
"Number of Trips by Irish Residents","2021Q3","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","Eastern and Midland","Thousand","70"
"Number of Trips by Irish Residents","2021Q3","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q3","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","State","Thousand","1587"
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Northern and Western","Thousand","430"
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Southern","Thousand","665"
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Eastern and Midland","Thousand","492"
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","State","Thousand","690"
"Number of Trips by Irish Residents","2021Q4","Holiday","Northern and Western","Thousand","195"
"Number of Trips by Irish Residents","2021Q4","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","Southern","Thousand","315"
"Number of Trips by Irish Residents","2021Q4","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","Eastern and Midland","Thousand","180"
"Number of Trips by Irish Residents","2021Q4","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","State","Thousand","83"
"Number of Trips by Irish Residents","2021Q4","Business","Northern and Western","Thousand","13"
"Number of Trips by Irish Residents","2021Q4","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","Southern","Thousand","36"
"Number of Trips by Irish Residents","2021Q4","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","Eastern and Midland","Thousand","35"
"Number of Trips by Irish Residents","2021Q4","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","State","Thousand","670"
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Northern and Western","Thousand","181"
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Southern","Thousand","271"
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Eastern and Midland","Thousand","219"
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","State","Thousand","143"
"Number of Trips by Irish Residents","2021Q4","Other reasons","Northern and Western","Thousand","41"
"Number of Trips by Irish Residents","2021Q4","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","Southern","Thousand","43"
"Number of Trips by Irish Residents","2021Q4","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","Eastern and Midland","Thousand","59"
"Number of Trips by Irish Residents","2021Q4","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2021Q4","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","State","Thousand","2308"
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Northern and Western","Thousand","555"
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Southern","Thousand","987"
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Eastern and Midland","Thousand","765"
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","State","Thousand","1091"
"Number of Trips by Irish Residents","2022Q1","Holiday","Northern and Western","Thousand","263"
"Number of Trips by Irish Residents","2022Q1","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","Southern","Thousand","445"
"Number of Trips by Irish Residents","2022Q1","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","Eastern and Midland","Thousand","383"
"Number of Trips by Irish Residents","2022Q1","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","State","Thousand","78"
"Number of Trips by Irish Residents","2022Q1","Business","Northern and Western","Thousand","21"
"Number of Trips by Irish Residents","2022Q1","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","Southern","Thousand","13"
"Number of Trips by Irish Residents","2022Q1","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","Eastern and Midland","Thousand","44"
"Number of Trips by Irish Residents","2022Q1","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","State","Thousand","874"
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","Northern and Western","Thousand","214"
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","Southern","Thousand","430"
"Number of Trips by Irish Residents","2022Q1","Visiting friends/relatives","Mid-West","Thousand",""
