"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","State","Thousand","2512"
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Border, Midland and Western","Thousand","820"
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Southern and Eastern","Thousand","1691"
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","State","Thousand","1494"
"Number of Trips by Irish Residents","2009Q3","Holiday","Border, Midland and Western","Thousand","488"
"Number of Trips by Irish Residents","2009Q3","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","Southern and Eastern","Thousand","1006"
"Number of Trips by Irish Residents","2009Q3","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","State","Thousand","124"
"Number of Trips by Irish Residents","2009Q3","Business","Border, Midland and Western","Thousand","34"
"Number of Trips by Irish Residents","2009Q3","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","Southern and Eastern","Thousand","90"
"Number of Trips by Irish Residents","2009Q3","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","State","Thousand","645"
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Border, Midland and Western","Thousand","226"
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Southern and Eastern","Thousand","419"
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","State","Thousand","249"
"Number of Trips by Irish Residents","2009Q3","Other reasons","Border, Midland and Western","Thousand","73"
"Number of Trips by Irish Residents","2009Q3","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","Southern and Eastern","Thousand","177"
"Number of Trips by Irish Residents","2009Q3","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q3","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","State","Thousand","2026"
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Border, Midland and Western","Thousand","591"
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Southern and Eastern","Thousand","1435"
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","State","Thousand","819"
"Number of Trips by Irish Residents","2009Q4","Holiday","Border, Midland and Western","Thousand","273"
"Number of Trips by Irish Residents","2009Q4","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","Southern and Eastern","Thousand","546"
"Number of Trips by Irish Residents","2009Q4","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","State","Thousand","175"
"Number of Trips by Irish Residents","2009Q4","Business","Border, Midland and Western","Thousand","55"
"Number of Trips by Irish Residents","2009Q4","Business","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","Southern and Eastern","Thousand","120"
"Number of Trips by Irish Residents","2009Q4","Business","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Business","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","State","Thousand","792"
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Border, Midland and Western","Thousand","214"
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Southern and Eastern","Thousand","578"
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","State","Thousand","239"
"Number of Trips by Irish Residents","2009Q4","Other reasons","Border, Midland and Western","Thousand","50"
"Number of Trips by Irish Residents","2009Q4","Other reasons","Border","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","Midland","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","Southern and Eastern","Thousand","191"
"Number of Trips by Irish Residents","2009Q4","Other reasons","Dublin","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","South-East","Thousand",""
"Number of Trips by Irish Residents","2009Q4","Other reasons","South-West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","State","Thousand","1602"
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Border, Midland and Western","Thousand","491"
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Border","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Midland","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Southern and Eastern","Thousand","1112"
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Dublin","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","South-East","Thousand",""
"Number of Trips by Irish Residents","2012Q1","All reasons for journey","South-West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","State","Thousand","726"
"Number of Trips by Irish Residents","2012Q1","Holiday","Border, Midland and Western","Thousand","218"
"Number of Trips by Irish Residents","2012Q1","Holiday","Border","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","Midland","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","Southern and Eastern","Thousand","508"
"Number of Trips by Irish Residents","2012Q1","Holiday","Dublin","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","Mid-East","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","Mid-West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","South-East","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Holiday","South-West","Thousand",""
"Number of Trips by Irish Residents","2012Q1","Business","State","Thousand","97"
